OBJECTID,SEMEL_YISHUV,SHEM_YISHUV,SHEM_YISHUV_ENGLISH,STAT_2022,YISHUV_STAT_2022,ROVA,TAT_ROVA,COD_TIFKUD,SHAPE_Length,SHAPE_Area
2233,3000,ירושלים,JERUSALEM,1331,30001331,13,133,1,2393.71865551038,196428.329464342
2234,3000,ירושלים,JERUSALEM,1332,30001332,13,133,1,2989.45127442242,283559.289538801
2235,3000,ירושלים,JERUSALEM,1333,30001333,13,133,1,1764.94720782089,173190.823736754
2236,3000,ירושלים,JERUSALEM,1334,30001334,13,133,1,2723.72180644172,203364.057257821
2237,3000,ירושלים,JERUSALEM,1335,30001335,13,133,1,1907.93578383415,200446.782328709
2238,3000,ירושלים,JERUSALEM,1336,30001336,13,133,1,3541.98910131261,434544.335834303
2239,3000,ירושלים,JERUSALEM,1337,30001337,13,133,1,4092.11422311578,679255.895048165
2240,3000,ירושלים,JERUSALEM,1411,30001411,14,141,6,1760.16922097604,126969.199938468
2241,3000,ירושלים,JERUSALEM,1412,30001412,14,141,1,2073.08951111267,187225.692294493
2242,3000,ירושלים,JERUSALEM,1421,30001421,14,142,1,2099.80794065724,159963.139856918
2243,3000,ירושלים,JERUSALEM,1422,30001422,14,142,1,1547.10230903036,106730.162118
2244,3000,ירושלים,JERUSALEM,1423,30001423,14,142,1,1976.13775848413,226277.033587686
2245,3000,ירושלים,JERUSALEM,1424,30001424,14,142,1,1876.17134581005,154047.802522797
2246,3000,ירושלים,JERUSALEM,1425,30001425,14,142,1,1871.09488238006,188338.869925042
2247,3000,ירושלים,JERUSALEM,1426,30001426,14,142,1,2051.77406485737,135970.969991078
2248,3000,ירושלים,JERUSALEM,1431,30001431,14,143,1,790.994447058734,33268.725948989
2249,3000,ירושלים,JERUSALEM,1432,30001432,14,143,1,937.559401199004,42850.0454238584
2250,3000,ירושלים,JERUSALEM,1433,30001433,14,143,1,2807.90622224875,172265.245790955
2251,3000,ירושלים,JERUSALEM,1434,30001434,14,143,1,1206.5981720843,74533.0682291978
2252,3000,ירושלים,JERUSALEM,1435,30001435,14,143,1,1082.27679974539,61974.1900829426
2253,3000,ירושלים,JERUSALEM,1436,30001436,14,143,1,907.375199529066,38957.4886033075
2254,3000,ירושלים,JERUSALEM,1437,30001437,14,143,1,1455.83671940747,75738.4459273561
2255,3000,ירושלים,JERUSALEM,1438,30001438,14,143,1,1388.05258076226,67340.3589591172
2256,3000,ירושלים,JERUSALEM,1441,30001441,14,144,1,1328.49623515692,52234.1791737426
2257,3000,ירושלים,JERUSALEM,1442,30001442,14,144,1,1620.33352893418,118018.793515205
2258,3000,ירושלים,JERUSALEM,1443,30001443,14,144,1,2768.62716004562,269425.006155348
2259,3000,ירושלים,JERUSALEM,1444,30001444,14,144,1,3010.51665907993,200651.580083377
2260,3000,ירושלים,JERUSALEM,1511,30001511,15,151,1,1809.27258181435,98213.4680869401
2261,3000,ירושלים,JERUSALEM,1512,30001512,15,151,1,1561.92643067291,116002.735121032
2262,3000,ירושלים,JERUSALEM,1513,30001513,15,151,1,1509.0122783199,85904.7372139029
2263,3000,ירושלים,JERUSALEM,1514,30001514,15,151,1,1513.92443363596,102804.397643914
2264,3000,ירושלים,JERUSALEM,1515,30001515,15,151,6,7563.54141430437,2410127.52961606
2265,3000,ירושלים,JERUSALEM,1516,30001516,15,151,1,7496.73942739452,847511.523451214
2266,3000,ירושלים,JERUSALEM,1521,30001521,15,152,1,2931.11357301366,314588.443771477
2267,3000,ירושלים,JERUSALEM,1522,30001522,15,152,1,1442.75094803796,88618.6825606975
2268,3000,ירושלים,JERUSALEM,1523,30001523,15,152,1,2942.65727792201,363915.752105762
2269,3000,ירושלים,JERUSALEM,1524,30001524,15,152,1,4081.26523460322,412900.049304727
2270,3000,ירושלים,JERUSALEM,1525,30001525,15,152,1,2639.38600930721,220280.914921858
2271,3000,ירושלים,JERUSALEM,1611,30001611,16,161,4,2467.79530894324,344425.704341393
2272,3000,ירושלים,JERUSALEM,1612,30001612,16,161,4,6147.43336941037,1552940.57072724
2273,3000,ירושלים,JERUSALEM,1613,30001613,16,161,1,3143.87837972934,285227.358875512
2274,3000,ירושלים,JERUSALEM,1614,30001614,16,161,1,2682.21635611021,180557.672836377
2275,3000,ירושלים,JERUSALEM,1615,30001615,16,161,1,3456.58170704538,348451.69626409
2276,3000,ירושלים,JERUSALEM,1616,30001616,16,161,1,3215.64101403899,314763.541781787
2277,3000,ירושלים,JERUSALEM,1617,30001617,16,161,1,4252.30360357044,585971.953558658
2278,3000,ירושלים,JERUSALEM,1618,30001618,16,161,1,3899.01550298707,484589.552572159
2279,3000,ירושלים,JERUSALEM,1711,30001711,17,171,1,4056.43378254262,507534.870573716
2280,3000,ירושלים,JERUSALEM,1712,30001712,17,171,1,2670.03729572989,227169.781830666
2281,3000,ירושלים,JERUSALEM,1713,30001713,17,171,6,5692.28405406924,1688687.21633032
2282,3000,ירושלים,JERUSALEM,1714,30001714,17,171,1,2738.56182410384,179245.920307555
2283,3000,ירושלים,JERUSALEM,1715,30001715,17,171,1,4338.61643199314,355106.606753422
2284,3000,ירושלים,JERUSALEM,1716,30001716,17,171,1,2643.01438322257,177111.431537566
2285,3000,ירושלים,JERUSALEM,1721,30001721,17,172,1,2398.05349605412,212973.56199167
2286,3000,ירושלים,JERUSALEM,1722,30001722,17,172,1,1959.20708416019,147986.266337608
2287,3000,ירושלים,JERUSALEM,1723,30001723,17,172,1,2987.1525500054,234054.452916161
2288,3000,ירושלים,JERUSALEM,1724,30001724,17,172,1,2900.25980336409,279490.46431529
2289,3000,ירושלים,JERUSALEM,1811,30001811,18,181,1,2707.01613208572,319534.814082217
2290,3000,ירושלים,JERUSALEM,1812,30001812,18,181,1,3189.80177673629,324894.303117669
2291,3000,ירושלים,JERUSALEM,1813,30001813,18,181,4,2142.2508443969,257786.977918225
2292,3000,ירושלים,JERUSALEM,1814,30001814,18,181,1,2349.55683417453,317930.641696832
2293,3000,ירושלים,JERUSALEM,1815,30001815,18,181,1,2413.9046678715,134358.409845861
2294,3000,ירושלים,JERUSALEM,1816,30001816,18,181,1,2600.60971565344,187719.092088723
2295,3000,ירושלים,JERUSALEM,1817,30001817,18,181,2,5866.40518118582,883246.993228284
2296,3000,ירושלים,JERUSALEM,1818,30001818,18,181,1,2619.03745926746,188889.619063047
2297,3000,ירושלים,JERUSALEM,1821,30001821,18,182,1,4568.82002069066,524635.257713125
2298,3000,ירושלים,JERUSALEM,1822,30001822,18,182,1,2969.41934616594,295142.683756263
2299,3000,ירושלים,JERUSALEM,1823,30001823,18,182,1,2522.72470600884,142942.075025183
2300,3000,ירושלים,JERUSALEM,1824,30001824,18,182,1,2493.94675830511,159084.713754728
2301,3000,ירושלים,JERUSALEM,1825,30001825,18,182,1,3455.91687471017,251142.637127703
2302,3000,ירושלים,JERUSALEM,1911,30001911,19,191,1,1906.58936590289,184144.435596453
2303,3000,ירושלים,JERUSALEM,1912,30001912,19,191,1,4060.19542104149,496862.355996652
2304,3000,ירושלים,JERUSALEM,1913,30001913,19,191,1,3627.96914296444,643963.562982651
2305,3000,ירושלים,JERUSALEM,1914,30001914,19,191,1,3172.77033586051,546232.998811187
2306,3000,ירושלים,JERUSALEM,1921,30001921,19,192,1,2641.27998394038,319418.037833356
2307,3000,ירושלים,JERUSALEM,1922,30001922,19,192,1,2100.63556702137,183785.561820647
2308,3000,ירושלים,JERUSALEM,1923,30001923,19,192,1,2675.95080182521,347842.744582834
2309,3000,ירושלים,JERUSALEM,1924,30001924,19,192,1,2836.61292074434,318697.176398425
2310,3000,ירושלים,JERUSALEM,2111,30002111,21,211,1,8282.85589901044,2105667.70947722
2311,3000,ירושלים,JERUSALEM,2112,30002112,21,211,2,10414.9708969369,3925564.28726581
2312,3000,ירושלים,JERUSALEM,2121,30002121,21,212,1,5046.952379393,866188.636722678
2313,3000,ירושלים,JERUSALEM,2122,30002122,21,212,1,5272.86171248532,1104680.78446948
2314,3000,ירושלים,JERUSALEM,2123,30002123,21,212,1,3935.65469998524,602875.156273525
2315,3000,ירושלים,JERUSALEM,2124,30002124,21,212,1,4306.28050446314,915958.660074101
2316,3000,ירושלים,JERUSALEM,2125,30002125,21,212,1,4626.59719127398,1109101.40335509
2317,3000,ירושלים,JERUSALEM,2126,30002126,21,212,1,3317.90024479555,687203.013736527
2318,3000,ירושלים,JERUSALEM,2211,30002211,22,221,1,2695.94853162855,301170.272475525
2319,3000,ירושלים,JERUSALEM,2212,30002212,22,221,1,2141.19702567415,263872.627276419
2320,3000,ירושלים,JERUSALEM,2213,30002213,22,221,1,4499.7920041688,578567.502901051
2321,3000,ירושלים,JERUSALEM,2214,30002214,22,221,4,5135.66880491438,599612.420359458
2322,3000,ירושלים,JERUSALEM,2221,30002221,22,222,1,5861.32997625168,1473156.20241884
2323,3000,ירושלים,JERUSALEM,2222,30002222,22,222,1,5764.65381194915,1144624.9368286
2324,3000,ירושלים,JERUSALEM,2311,30002311,23,231,1,4018.80317257723,527443.165245495
2325,3000,ירושלים,JERUSALEM,2312,30002312,23,231,1,6673.23852102707,1262905.24743898
2326,3000,ירושלים,JERUSALEM,2321,30002321,23,232,1,7027.05819363507,1505988.4212811
2327,3000,ירושלים,JERUSALEM,2322,30002322,23,232,1,3971.158242839,645514.312417959
2328,3000,ירושלים,JERUSALEM,2323,30002323,23,232,1,4782.91202776331,657442.324170123
2329,3000,ירושלים,JERUSALEM,2324,30002324,23,232,1,2518.33656359522,233068.7101769
2330,3000,ירושלים,JERUSALEM,2411,30002411,24,241,1,3308.71691094435,562619.511314942
2331,3000,ירושלים,JERUSALEM,2412,30002412,24,241,1,3576.75922899773,508707.929300733
2332,3000,ירושלים,JERUSALEM,2413,30002413,24,241,1,3176.83340898232,353839.946920146
2333,3000,ירושלים,JERUSALEM,2414,30002414,24,241,1,4174.16757950824,449503.264545598
2334,3000,ירושלים,JERUSALEM,2511,30002511,25,251,1,3102.31186697871,480968.237580086
2335,3000,ירושלים,JERUSALEM,2512,30002512,25,251,1,1736.19534294192,136496.400573928
2336,3000,ירושלים,JERUSALEM,2513,30002513,25,251,1,1553.25972586529,136441.120706961
2337,3000,ירושלים,JERUSALEM,2514,30002514,25,251,1,2048.65475132751,197129.364252252
2338,3000,ירושלים,JERUSALEM,2611,30002611,26,261,1,4790.10815578345,479112.660944364
2339,3000,ירושלים,JERUSALEM,2612,30002612,26,261,1,3644.20559391785,680026.083788591
2340,3000,ירושלים,JERUSALEM,2613,30002613,26,261,1,4329.54269829856,547797.445285437
2341,3000,ירושלים,JERUSALEM,2621,30002621,26,262,1,4308.1580991947,566232.627908992
2342,3000,ירושלים,JERUSALEM,2622,30002622,26,262,1,4671.77511359928,710671.583009965
2343,3000,ירושלים,JERUSALEM,2711,30002711,27,271,1,8393.77986860856,3498571.21865812
2344,3000,ירושלים,JERUSALEM,2712,30002712,27,271,1,5140.34093144975,1108058.60020726
2345,3000,ירושלים,JERUSALEM,2811,30002811,28,281,1,8435.94998153941,2929559.14159891
2346,3000,ירושלים,JERUSALEM,2812,30002812,28,281,1,9785.56017896969,2580362.34676801
2347,3000,ירושלים,JERUSALEM,2813,30002813,28,281,1,5924.47269932692,1206833.30380745
2348,3000,ירושלים,JERUSALEM,2911,30002911,29,291,1,2663.18181456502,236347.399411288
2349,3000,ירושלים,JERUSALEM,2912,30002912,29,291,1,7323.59141343508,1486145.05757086
2350,3000,ירושלים,JERUSALEM,2913,30002913,29,291,1,4252.86920936561,826853.711512666
2351,3000,ירושלים,JERUSALEM,2914,30002914,29,291,4,22187.2882570619,6652280.58526246
2352,3570,אריאל,ARI'EL,1,35700001,,,1,5876.44644734761,1155109.84962204
2353,3570,אריאל,ARI'EL,2,35700002,,,1,3533.50509827382,557488.720688606
2354,3570,אריאל,ARI'EL,3,35700003,,,1,8707.73279548986,1276460.45103247
2355,3570,אריאל,ARI'EL,4,35700004,,,1,6651.48885979131,904513.357055
2356,3570,אריאל,ARI'EL,5,35700005,,,1,10418.7860952192,2104915.98638272
2357,3570,אריאל,ARI'EL,6,35700006,,,2,46329.9884980905,8437786.55435579
2358,3616,מעלה אדומים,MA'ALE ADUMMIM,11,36160011,,1,2,24509.2392323452,24151107.8086823
2359,3616,מעלה אדומים,MA'ALE ADUMMIM,12,36160012,,1,1,3859.699072172,868760.583069883
2360,3616,מעלה אדומים,MA'ALE ADUMMIM,13,36160013,,1,1,4100.41177287615,852019.2429673
2361,3616,מעלה אדומים,MA'ALE ADUMMIM,14,36160014,,1,1,3627.59329964685,248201.357088649
2362,3616,מעלה אדומים,MA'ALE ADUMMIM,15,36160015,,1,1,5994.3248260669,1261379.21748126
2363,3616,מעלה אדומים,MA'ALE ADUMMIM,21,36160021,,2,1,4891.65620538184,764780.276457912
2364,3616,מעלה אדומים,MA'ALE ADUMMIM,22,36160022,,2,1,2160.76395297549,130040.280835005
2365,3616,מעלה אדומים,MA'ALE ADUMMIM,23,36160023,,2,1,3686.82960372826,683392.656382938
2366,3616,מעלה אדומים,MA'ALE ADUMMIM,24,36160024,,2,1,6940.89514992437,1677262.36853589
2367,3616,מעלה אדומים,MA'ALE ADUMMIM,25,36160025,,2,4,36179.8576328317,10671520.3700689
2368,3616,מעלה אדומים,MA'ALE ADUMMIM,31,36160031,,3,1,5297.31760637216,903519.4976704
2369,3616,מעלה אדומים,MA'ALE ADUMMIM,32,36160032,,3,1,8892.09121821157,2242685.88271869
2370,3616,מעלה אדומים,MA'ALE ADUMMIM,33,36160033,,3,1,6451.86124856075,1667964.44150987
2371,3616,מעלה אדומים,MA'ALE ADUMMIM,34,36160034,,3,1,2700.02308951426,301543.979006261
2372,3640,קרני שומרון,QARNE SHOMERON,1,36400001,,,1,43781.8879432492,4896745.03692368
2373,3640,קרני שומרון,QARNE SHOMERON,2,36400002,,,1,4075.61487968597,832803.793255398
2374,3640,קרני שומרון,QARNE SHOMERON,3,36400003,,,1,6625.3689445007,1506513.89746957
2375,3640,קרני שומרון,QARNE SHOMERON,4,36400004,,,1,3743.95417548556,482790.788381603
2376,3650,אפרת,EFRAT,1,36500001,,,1,5531.53352481617,1178103.62011961
2377,3650,אפרת,EFRAT,2,36500002,,,1,5915.81324962119,803125.029146346
2378,3650,אפרת,EFRAT,3,36500003,,,1,6162.61938813097,1129088.84803478
2379,3650,אפרת,EFRAT,4,36500004,,,1,5048.2058570132,1038362.40811375
2380,3650,אפרת,EFRAT,5,36500005,,,4,10683.7469281372,2342842.4621388
2381,3730,גבעת זאב,GIV'AT ZE'EV,1,37300001,,,1,1980.58027956708,226845.077909172
2382,3730,גבעת זאב,GIV'AT ZE'EV,2,37300002,,,1,5515.24562426376,884176.102567422
2383,3730,גבעת זאב,GIV'AT ZE'EV,3,37300003,,,1,6442.44540358268,600449.542818738
2384,3730,גבעת זאב,GIV'AT ZE'EV,4,37300004,,,1,9066.92395251936,1348520.45543598
2385,3730,גבעת זאב,GIV'AT ZE'EV,5,37300005,,,1,22442.8375337738,1595405.24132497
2386,3760,אורנית,ORANIT,1,37600001,,,1,4338.72576206316,639666.494135283
2387,3760,אורנית,ORANIT,2,37600002,,,1,7133.52523985051,915863.830047796
2388,3760,אורנית,ORANIT,3,37600003,,,1,7408.94690374046,698949.372751283
2389,3780,ביתר עילית,BETAR ILLIT,11,37800011,,1,1,2791.75052249924,242895.70287369
2390,3780,ביתר עילית,BETAR ILLIT,12,37800012,,1,1,5722.71387630574,520260.380259386
2391,3780,ביתר עילית,BETAR ILLIT,13,37800013,,1,1,2283.48789819165,209912.613086319
2392,3780,ביתר עילית,BETAR ILLIT,14,37800014,,1,1,2114.86771740644,243276.998011825
2393,3780,ביתר עילית,BETAR ILLIT,15,37800015,,1,1,3086.50417165452,402669.643488667
2394,3780,ביתר עילית,BETAR ILLIT,16,37800016,,1,1,2765.06095327212,198534.087001158
2395,3780,ביתר עילית,BETAR ILLIT,21,37800021,,2,1,4236.25925561408,369367.700371479
2396,3780,ביתר עילית,BETAR ILLIT,22,37800022,,2,1,3133.10500659476,202519.117328034
2397,3780,ביתר עילית,BETAR ILLIT,23,37800023,,2,1,2578.78367664642,169530.174716063
2398,3780,ביתר עילית,BETAR ILLIT,24,37800024,,2,1,2923.93039288561,226559.777472959
2399,3780,ביתר עילית,BETAR ILLIT,25,37800025,,2,1,2820.76740177821,320065.34875538
2400,3780,ביתר עילית,BETAR ILLIT,31,37800031,,3,1,1825.68164783314,188561.756644128
2401,3780,ביתר עילית,BETAR ILLIT,32,37800032,,3,1,3743.9845731841,259616.780804466
2402,3780,ביתר עילית,BETAR ILLIT,33,37800033,,3,1,4268.17490150713,233436.745834742
2403,3780,ביתר עילית,BETAR ILLIT,34,37800034,,3,1,4422.02564864607,427809.342505156
2404,3780,ביתר עילית,BETAR ILLIT,35,37800035,,3,4,4399.33910596534,310880.09042949
2405,3780,ביתר עילית,BETAR ILLIT,36,37800036,,3,4,5688.25922523,438729.625412459
2406,3797,מודיעין עילית,MODI'IN ILLIT,11,37970011,,1,1,1117.13582209693,78649.6344575976
2407,3797,מודיעין עילית,MODI'IN ILLIT,12,37970012,,1,1,1907.68734062812,68799.5600980204
2408,3797,מודיעין עילית,MODI'IN ILLIT,13,37970013,,1,1,2224.21391218375,81843.6918194701
2409,3797,מודיעין עילית,MODI'IN ILLIT,14,37970014,,1,1,1695.51310334712,84658.2361239018
2410,3797,מודיעין עילית,MODI'IN ILLIT,15,37970015,,1,1,5499.42178369407,480766.442327489
2411,3797,מודיעין עילית,MODI'IN ILLIT,16,37970016,,1,1,1658.57124854592,125720.609059603
2412,3797,מודיעין עילית,MODI'IN ILLIT,21,37970021,,2,1,2051.38992190244,225721.012610665
2413,3797,מודיעין עילית,MODI'IN ILLIT,22,37970022,,2,1,5233.87326741729,573892.73076785
2414,3797,מודיעין עילית,MODI'IN ILLIT,31,37970031,,3,1,1902.81170601674,145617.089417961
2415,3797,מודיעין עילית,MODI'IN ILLIT,32,37970032,,3,1,1480.59755872059,96306.4762549054
2416,3797,מודיעין עילית,MODI'IN ILLIT,33,37970033,,3,1,1167.34837190262,74112.9975342549
2417,3797,מודיעין עילית,MODI'IN ILLIT,34,37970034,,3,1,2654.03785624653,182497.821048738
2418,3797,מודיעין עילית,MODI'IN ILLIT,35,37970035,,3,1,1605.66422041774,140116.546485402
2419,3797,מודיעין עילית,MODI'IN ILLIT,36,37970036,,3,4,3957.13082551496,388089.03658875
2420,3797,מודיעין עילית,MODI'IN ILLIT,41,37970041,,4,1,2385.51063110893,294045.956538049
2421,3797,מודיעין עילית,MODI'IN ILLIT,42,37970042,,4,1,4857.81444886019,574410.672515201
2422,3797,מודיעין עילית,MODI'IN ILLIT,43,37970043,,4,1,2625.15595167748,341270.923563293
2423,3797,מודיעין עילית,MODI'IN ILLIT,44,37970044,,4,1,1944.92219004628,218769.982727315
2424,4000,חיפה,HAIFA,111,40000111,1,11,1,2172.1321854984,205821.712174
2425,4000,חיפה,HAIFA,112,40000112,1,11,1,3965.11008693342,549041.380434582
2426,4000,חיפה,HAIFA,121,40000121,1,12,1,3892.66533108618,621549.524713567
2427,4000,חיפה,HAIFA,122,40000122,1,12,1,3695.51417327628,773570.038296297
2428,4000,חיפה,HAIFA,123,40000123,1,12,2,3899.52354349919,896415.912145837
2429,4000,חיפה,HAIFA,124,40000124,1,12,6,2012.55439986878,221267.250602759
2430,4000,חיפה,HAIFA,131,40000131,1,13,1,2984.89820227864,401733.672062775
2431,4000,חיפה,HAIFA,132,40000132,1,13,1,2206.35573504161,287153.503535908
2432,4000,חיפה,HAIFA,133,40000133,1,13,1,2468.95720478156,334786.180622863
2433,4000,חיפה,HAIFA,134,40000134,1,13,1,2795.78235065967,462806.697414147
2434,4000,חיפה,HAIFA,527,40000527,5,52,1,3167.27438928067,546204.84145335
2435,4000,חיפה,HAIFA,528,40000528,5,52,1,3026.01773749868,557535.850321513
2436,4000,חיפה,HAIFA,531,40000531,5,53,1,3263.8834743589,494810.346908498
2437,4000,חיפה,HAIFA,532,40000532,5,53,1,6862.21407729064,939840.033429099
2438,4000,חיפה,HAIFA,533,40000533,5,53,1,4488.07563596847,752087.027298265
2439,4000,חיפה,HAIFA,611,40000611,6,61,1,2487.42355413005,212215.692557169
2440,4000,חיפה,HAIFA,612,40000612,6,61,1,2909.51979841171,383688.053592605
2441,4000,חיפה,HAIFA,613,40000613,6,61,1,2096.30733259479,114060.083104339
2442,4000,חיפה,HAIFA,621,40000621,6,62,1,2756.90255726617,291625.810256781
2443,4000,חיפה,HAIFA,622,40000622,6,62,1,2706.25605333585,217169.752202949
2444,4000,חיפה,HAIFA,623,40000623,6,62,1,2050.975207695,182677.525063056
2445,4000,חיפה,HAIFA,631,40000631,6,63,1,1790.4859094627,182627.243072481
2446,4000,חיפה,HAIFA,632,40000632,6,63,1,2456.9628937133,188614.212602302
2447,4000,חיפה,HAIFA,633,40000633,6,63,1,2330.59282729061,226682.155594753
2448,4000,חיפה,HAIFA,634,40000634,6,63,1,2194.32952042814,191202.740324762
2449,4000,חיפה,HAIFA,641,40000641,6,64,1,1871.3312310742,173429.318321317
2450,4000,חיפה,HAIFA,642,40000642,6,64,1,1949.05795697322,138024.796293958
2451,4000,חיפה,HAIFA,643,40000643,6,64,1,3298.99697806617,246679.101155086
2452,4000,חיפה,HAIFA,644,40000644,6,64,1,1935.9764499169,164471.93450673
2453,4000,חיפה,HAIFA,711,40000711,7,71,1,1611.19766270044,150552.853970556
2454,4000,חיפה,HAIFA,712,40000712,7,71,1,2727.19112455847,195905.296881717
2455,4000,חיפה,HAIFA,713,40000713,7,71,1,5940.76775968713,560960.489174218
2456,4000,חיפה,HAIFA,714,40000714,7,71,1,3813.16999524006,275996.491245527
2457,4000,חיפה,HAIFA,715,40000715,7,71,1,2131.64055719317,224502.1829935
2458,4000,חיפה,HAIFA,721,40000721,7,72,1,3490.12963739227,490345.045974997
2459,4000,חיפה,HAIFA,722,40000722,7,72,1,2269.38502770664,248873.096914561
2460,4000,חיפה,HAIFA,723,40000723,7,72,1,2459.39865060526,289266.071024275
2461,4000,חיפה,HAIFA,731,40000731,7,73,1,2475.260064161,241653.972246314
2462,4000,חיפה,HAIFA,732,40000732,7,73,1,2297.7841835961,211602.996779215
2463,4000,חיפה,HAIFA,733,40000733,7,73,1,3853.57207578868,401120.338685244
2464,4000,חיפה,HAIFA,811,40000811,8,81,1,3335.1262883499,513756.352400098
2465,4000,חיפה,HAIFA,812,40000812,8,81,5,4647.25579996061,1286281.63247324
2466,4000,חיפה,HAIFA,813,40000813,8,81,1,2658.19797889125,257144.861224655
2467,4000,חיפה,HAIFA,821,40000821,8,82,1,2988.69547059042,433372.034725885
2468,4000,חיפה,HAIFA,822,40000822,8,82,1,2507.80836314485,264343.517901395
2469,4000,חיפה,HAIFA,823,40000823,8,82,1,2179.09811756268,278165.639979331
2470,4000,חיפה,HAIFA,824,40000824,8,82,1,2815.31636070132,310383.950879057
2471,4000,חיפה,HAIFA,825,40000825,8,82,4,1999.17714169188,232488.738749095
2472,4000,חיפה,HAIFA,911,40000911,9,91,1,3018.61721065049,397425.638192298
2473,4000,חיפה,HAIFA,912,40000912,9,91,1,3661.14441748921,519186.716993686
2474,4000,חיפה,HAIFA,921,40000921,9,92,1,3214.81463823647,360662.705971684
2475,4000,חיפה,HAIFA,922,40000922,9,92,1,5139.94600908944,1254824.99078305
2476,4000,חיפה,HAIFA,931,40000931,9,93,1,4551.85551519298,943960.644061533
2477,4000,חיפה,HAIFA,932,40000932,9,93,1,7214.13898966394,1591462.65489228
2478,4000,חיפה,HAIFA,933,40000933,9,93,1,3780.2687563048,438223.04318648
2479,4000,חיפה,HAIFA,934,40000934,9,93,1,4628.24367199735,319513.48787023
2480,4000,חיפה,HAIFA,941,40000941,9,94,1,3739.65046777916,675821.273134583
2481,4000,חיפה,HAIFA,942,40000942,9,94,1,3623.91897345999,278977.762524047
2482,4000,חיפה,HAIFA,943,40000943,9,94,1,3394.09652886,415319.935580483
2483,4000,חיפה,HAIFA,944,40000944,9,94,1,9825.36444530208,2987406.27977628
2484,4000,חיפה,HAIFA,945,40000945,9,94,6,3692.8546303373,732249.938884123
2485,4001,בוקעאתא,BUQ'ATA,1,40010001,,,1,25183.4687369947,19540130.5966039
2486,4002,אלי-עד,ELI-AD,1,40020001,,,1,7122.2661239172,2193080.622402
2487,4003,אל -רום,EL-ROM,1,40030001,,,1,3175.96790511292,541570.17103711
2488,4004,כפר חרוב,KEFAR HARUV,1,40040001,,,1,4265.34245369843,1074411.43023473
2489,4005,חספין,HASPIN,1,40050001,,,1,3851.9840868489,610969.929661189
2490,4006,קשת,QESHET,1,40060001,,,1,5214.72806218877,1191302.52230618
2491,4007,יונתן,YONATAN,1,40070001,,,1,4670.53464769279,520438.47075907
2492,4008,מעלה גמלא,MA'ALE GAMLA,1,40080001,,,1,4758.31083228465,906436.875299859
2493,4009,שעל,SHA'AL,1,40090001,,,1,5829.72600837325,711719.615252378
2494,4010,אודם,ODEM,1,40100001,,,1,3265.41955660514,472665.507183397
2495,4011,אבני איתן,AVNE ETAN,1,40110001,,,1,6871.25613802562,2327861.3011461
2496,4012,אניעם,ANI'AM,1,40120001,,,1,4024.44974117637,584267.349191237
2497,4013,אורטל,ORTAL,1,40130001,,,1,8091.12776350601,1583933.69035468
2498,4014,נטור,NATUR,1,40140001,,,1,2989.49101227842,531951.241638483
2499,4015,בני יהודה,BENE YEHUDA,1,40150001,,,1,3193.71545409339,596552.287676702
2500,4017,אלוני הבשן,ALLONE HABASHAN,1,40170001,,,1,3705.8594388515,271083.704181436
2501,4019,מיצר,MEZAR,1,40190001,,,1,3048.05402877685,448806.213896612
2502,4021,גבעת יואב,GIV'AT YO'AV,1,40210001,,,1,4128.33789015919,795499.382291629
2503,4022,גשור,GESHUR,1,40220001,,,1,3698.70628506136,567855.734717521
2504,4024,קלע,QELA,1,40240001,,,1,3150.19231550539,567794.464339918
2505,4025,קדמת צבי,QIDMAT ZEVI,1,40250001,,,1,3644.32933444265,577861.122003075
2506,4026,חד-נס,HAD-NES,1,40260001,,,1,4961.19142168325,678595.813472489
2507,4028,כנף,KANAF,1,40280001,,,1,5151.95457571467,1043896.14805747
2508,4035,נמרוד,NIMROD,1,40350001,,,1,1021.74025741409,41799.8610094171
2509,4100,קצרין,QAZRIN,1,41000001,,,1,13718.0823947718,10889034.0177145
2510,4101,מרום גולן,MEROM GOLAN,1,41010001,,,1,7175.00075188306,594425.305792944
2511,4201,מג'דל שמס,MAJDAL SHAMS,1,42010001,,,1,13230.5622423269,6620447.21700534
2512,4201,מג'דל שמס,MAJDAL SHAMS,2,42010002,,,1,12416.3612936159,4598564.0225969
2513,4201,מג'דל שמס,MAJDAL SHAMS,3,42010003,,,1,9662.94473698313,4163167.82941945
2514,4203,מסעדה,MAS'ADE,1,42030001,,,1,21006.7056340668,12011380.8775659
2515,4204,מבוא חמה,MEVO HAMMA,1,42040001,,,1,4981.03102780547,705651.84644841
2516,4301,אפיק,AFIQ,1,43010001,,,1,5920.45321212475,1071546.12266927
2517,4303,"נווה אטי""ב",NEWE ATIV,1,43030001,,,1,2321.79945733429,298425.236146243
2518,4304,נוב,NOV,1,43040001,,,1,4418.55274434914,1132918.96403024
2519,4501,ע'ג'ר,GHAJAR,1,45010001,,,1,6174.98657539364,2392491.62962468
2520,4502,עין קנייא,EIN QINIYYE,1,45020001,,,1,9434.0131693164,5413019.84961092
2521,4503,עין זיוון,EN ZIWAN,1,45030001,,,1,2179.56276912509,269025.095425673
2522,4551,נאות גולן,NE'OT GOLAN,1,45510001,,,1,6735.88453715494,940459.793644068
2523,4701,רמת מגשימים,RAMAT MAGSHIMIM,1,47010001,,,1,7809.46928616381,1585857.8628981
